Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description,Views per Subscriber,Views per Video,Subscribers (M),Views (B),Tier
210,UC8z_uxBRoIjSeVRIeVaE9hQ,EstubeGaming,7710000,4561486200,4913,SA,"اهلا وسهلا بيكم فى قناتى المتواضعه بحب انزل فيها العاب ( الكمبيوتر ,الموبايل , بلاي ستيشن )  والعاب مختلفة اخرى لو بتحب الالعاب بشكل عام ياريت تنورنى فى القناة :). ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ للدعاية والاعلان .. For Business Inquiries: estubegaming@gmail.com ",591.63,928452.0,7.71,4.561,🟢 1–10M
211,UCuYSf8EuD8cqeEFITmvHXYQ,Free Fire MAX Esports India Official,7700000,121700058,556,IN,The official YouTube channel for Free Fire MAX Esports India Official!,15.81,218885.0,7.7,0.122,🟢 1–10M
212,UCw7Bz6EHxlnOoBUBlJZCWCw,Te lo resumo,7640000,2336172484,679,AR,"Te lo resumo así nomás, un canal con resúmenes de tus series y películas favoritas o no tan favoritas o que ni siquiera sabías que existían. Desde The Walking Dead hasta Mi Familia Es un Dibujo, pasando por Stranger Things, Game Of Thrones, Lost, Verano del 98 o Dragon Ball Z. Pero también hay películas... como la Saga de Star Wars, o la saga de Terminator o la saga de El Señor De Los Anillos. Per",305.78,3440607.0,7.64,2.336,🟢 1–10M
213,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,7630000,2104139275,2702,BR,Minha força vem de Deus🌵💚  Email: comercial@agenciacurta.com ,275.77,778734.0,7.63,2.104,🟢 1–10M
214,UCdtXPiqI2cLorKaPrfpKc4g,Entertainment Tonight,7610000,8898370438,54957,US,"Entertainment begins and ends with ET.  ET is the Leading source of all things entertainment: Our mission is to use our unprecedented access to pop culture’s biggest stars, movies, and tv shows to deliver entertainment and celebrity news with the authority you expect everywhere you are. https://www.youtube.com/watch?v=eQCtD8FUMq4",1169.3,161915.0,7.61,8.898,🟢 1–10M
215,UCsvn_Po0SmunchJYOWpOxMg,videogamedunkey,7590000,4281825033,978,US,watch my stupid ass videos,564.14,4378144.0,7.59,4.282,🟢 1–10M
216,UC1dGHGJTXU_dkiR8tW3qQgg,MPL Indonesia,7530000,3524949534,9522,Unknown,"THE ONE AND ONLY OFFICIAL YOUTUBE CHANNEL OF MPL INDONESIA.  Nantikan terus updates dan seru-seruan bareng di akun media sosial resmi MPL Indonesia. Jangan lupa difollow, ya!",468.12,370190.0,7.53,3.525,🟢 1–10M
217,UC2XbMXD6jSrixkpgs7vHFUA,Minecraft Parodileri,7510000,7128571029,2558,TR,"Merhaba, Minecraft'ı seviyorsun, değil mi? O zaman her gün attığım Minecraft videolarını ve her yaştan insanın izleyebileceği aksiyon dolu macerayı kaçırmayın 😊 Hadi abone olun! Birlikte daha iyi olacağız ❤  Minecraft Parodileri kanalının tek resmi sahibi: İlker Kaya. TikTok’ta sahte hesaplara karşı bu açıklama eklenmiştir. Tek gerçek Tiktok Hesabım : ""mcparodileri"" hesabıdır. Başka hesabım yoktur",949.21,2786775.0,7.51,7.129,🟢 1–10M
218,UCWzOzdh-my3Ijw0CIgVXUyg,Oriental Star Agencies Ltd,7500000,2399433784,2054,GB,"This is the youtube channel for Oriental Star Agencies limited osa.co.uk / osaworldwide.com  Oriental Star Agencies (OSA) / established in (1966) Birmingham, England.  OSA always endeavor to deliver quality music at all times and are proud to have produced music which has been enjoyed not only by the Asians throughout the World but also by the non-Asian audience. We are one of the major labels in ",319.92,1168176.0,7.5,2.399,🟢 1–10M
219,UCABon3LeMfnU5ajXaOYC1oA,Amy Scarlet,7480000,1955420925,1080,BR,Bem Vindos ao Canal da Amy em Brookhaven.  Aqui vocês acompanham as aventuras da Amy Scarlet em Brookhaven. Lembrando que os vídeos não são recomendados para crianças.  Não esquece de se inscrever 🩷  📩 contato: amyscarletassessoria@gmail.com ,261.42,1810575.0,7.48,1.955,🟢 1–10M
220,UCvPW1W4WlpTgNezZzwIstLA,Nogla,7410000,1708883822,2843,IE,Thank ye for over 12 years of watching my friends and I making dumb videos 👍🏻  Jesus is God! Psalm 1:3 🙏🏻  Business email: Nogla@Capsul3.co ✅,230.62,601085.0,7.41,1.709,🟢 1–10M
221,UCQuLyitHTE9LfUAxlhDfgig,White Hill Dhaakad,7310000,4097505080,3736,IN,"Welcome to the official channel of White Hill Dhaakad, a brand label of White Hill Studios. 🥁💥 Bringing you the Popular Latest Haryanvi songs from the leading Haryanvi Artists like Renuka Panwar, Khasa Aala Chahar, Billa sonipat aala, Ndee kundu, Pranjal Dahiya and Gulzaar Channiwala and many more. 🔊 Subscribe our Haryanvi music channel to enjoy the latest Haryanvi songs.   Stay tuned for the new ",560.53,1096763.0,7.31,4.098,🟢 1–10M
222,UCQHX6ViZmPsWiYSFAyS0a3Q,GothamChess,7300000,4792787804,3078,US,The Internet's Chess Teacher,656.55,1557111.0,7.3,4.793,🟢 1–10M
223,UCGGwuSrxDFQymf66OdM_-pw,AKUDAV,7250000,2961975291,1710,ID,"Konsisten adalah kunci 🗝️  SUBSCRIBE : You're A Davengers Now.  AKUDAV bisa panggil aku dav  Jangan Lupa Subscribe, Share & Likes  thanks for 🔥100 Subscriber : 2 Agu 2020 🔥1000 Subscriber : 4 Sep 2020 🔥10000 Subscriber : 17 Jan 2021 🔥100000 Subscriber : 7 April 2021 🔥1000000 Subscriber : 15 Maret 2022  Untuk Upload Dan Live Belum Ada Jadwal Pasti :D Jadi Jangan lupa nyalahkan notif ya biar mendapa",408.55,1732149.0,7.25,2.962,🟢 1–10M
224,UC50LmJxoKQGpeA2e-0JCY7g,BeaconCream,7190000,3358941518,3814,ID,"Hai Kawan! Aku BeaconCream!  Beacon itu mercusuar, Cream itu yaaa krim... Kenapa? ya kedengeran enak aja...  BTW aku main game di channel ini.",467.17,880687.0,7.19,3.359,🟢 1–10M
225,UCiDJtJKMICpb9B1qf7qjEOA,Adam Savage’s Tested,7160000,1794466294,7571,US,"Adam Savage’s Tested is a content platform and community playground for makers and curious minds. On Tested.com, the highly- engaged Tested YouTube channel, and at conventions and events, dynamic makers share ideas and inspire each other to build their obsessions. Led by Adam Savage, the Tested team explores the intersection of science, popular culture, and emerging technology, showing how we are ",250.62,237018.0,7.16,1.794,🟢 1–10M
226,UCMl78PgENDj2Uf53HTOTx8w,Ahmad Hero Family - عائلة احمد البطل ,7160000,1682885979,1358,Unknown,,235.04,1239239.0,7.16,1.683,🟢 1–10M
227,UCI86prlqXhbkREDMTaORvLQ,BeastBoyShub,7150000,2631440033,1966,IN,I Stream Daily On This Channel ▶ https://www.youtube.com/@sshhuubb,368.03,1338474.0,7.15,2.631,🟢 1–10M
228,UCeOrlSK-mWTZjB66O9ttHpg,xTurbo,7150000,1544431470,906,ES,"Soy Turbo, también conocido como xTurbo, o para muchos el ornitorrinco azul con sombrero, y subo vídeos de Minecraft!  Correo de Contacto: xturboocontacto@gmail.com",216.0,1704670.0,7.15,1.544,🟢 1–10M
229,UC_rsMKPp_iGAXtblQ-KEXNQ,MARKOCOP,7110000,1149530598,2614,ID,SEREPET,161.68,439759.0,7.11,1.15,🟢 1–10M
230,UCiFyJ_EBmF2XJuR9buWE_3A,Unchained_Off,7040000,3833904091,1729,FR,CLICK ICI : MA CHAINE IRL 👇,544.59,2217411.0,7.04,3.834,🟢 1–10M
231,UC0k3T5AJYvKnuc52bB7rJTA,DENNY CAKNAN,6990000,2505157998,200,ID,Cp official :  081217088883 Ig : denny_caknan,358.39,12525790.0,6.99,2.505,🟢 1–10M
232,UC1StC0C68OdfjB9qyJPUF8A,ROBERT PG,6960000,2127030610,1005,ES,"Si buscas un canal para pasártelo de lujo, este es el tuyo.   ¡NO LO DUDES ÚNETE! ",305.61,2116448.0,6.96,2.127,🟢 1–10M
233,UCmtAg_U0wvmWdxTlceISdEw,Jonathan Liandi,6890000,2934655832,4684,ID,For business inquiries: teamjonathanliandi@gmail.com,425.93,626528.0,6.89,2.935,🟢 1–10M
234,UCuhAUMLzJxlP1W7mEk0_6lA,MAMAMOO,6840000,2916748756,1263,KR,MAMAMOO(마마무) OFFICIAL CHANNEL,426.43,2309381.0,6.84,2.917,🟢 1–10M
235,UCrYrcFGGs_nke1MggS8Jvqg,Karl,6760000,1124029230,218,US,I am a very good video gamer. Business email: Business@karlgaming.com ,166.28,5156097.0,6.76,1.124,🟢 1–10M
236,UCqzhvLeBcNEJHq9dZDEit8Q,Веля,6740000,1142026603,1604,RU,"Делаю видео, провожу стримы, развлекаю людей.  https://l.likee.video/p/J3gJd5 ",169.44,711987.0,6.74,1.142,🟢 1–10M
237,UCdkYpnBPZeGnyS0EvASGMkQ,ARSEL,6710000,987873797,1195,ES,"¡Hola! Me llamo ARSEL 😄 ¡Te doy la bienvenida a mi canal de Youtube! En este canal encontrarás videos relacionados con el juego Minecraft, contenido entretenido, con mi toque personal, que puede generarte una sonrisa y sobre todo DIVERSIÓN! Espero que consideres SUSCRIBIRTE si te doy motivos para ello y pásatelo bien!  📩 Business: arselcontacto@gmail.com   ",147.22,826673.0,6.71,0.988,🟢 1–10M
238,UCYDmx2Sfpnaxg488yBpZIGg,STARSHIP,6700000,5822751563,2331,KR,스타쉽 엔터테인먼트 공식 유튜브 채널 STARSHIP Entertainment Official YouTube Channel  #스타쉽 #스타쉽엔터테인먼트 #STARSHIP #STARSHIP_Ent  ,869.07,2497963.0,6.7,5.823,🟢 1–10M
239,UCV_CsAy5CNBX_uwDQ7RMe1Q,Central Cee,6700000,2440189843,92,GB,Central Cee - Official youtube channel. Subscribe,364.21,26523803.0,6.7,2.44,🟢 1–10M
240,UCSFC5Cio8zaLQDFPxA7y_HQ,FavijTV,6700000,4471262739,3421,IT,ho più iscritti che capelli Business: info@favij.it In elenco AGCOM ,667.35,1307005.0,6.7,4.471,🟢 1–10M
241,UCLsSLka8jODBozvi5VTQeaQ,Zee Music South,6600000,4055006503,3699,IN,Contact for Movie and Album  Shivam Dhanjal - 9920064473 deepti.bhatia@zee.com  shivam.dhanjal@zee.com,614.39,1096244.0,6.6,4.055,🟢 1–10M
242,UCZ3pVT4hv4hgWwHpJHyTNRQ,AfinArte Music,6580000,7384258348,2617,US,AfinArte Music es una disquera líder del género Regional Mexicano. Una compañía comprometida con preservar la música tradicional Mexicana y desarrollar nuevos talentos.  ,1122.23,2821650.0,6.58,7.384,🟢 1–10M
243,UCtT5uP2WIGxyP0MYCC_ZHtQ,Oops Hiha,6550000,4134111999,2855,VN,"XIN CHÀO! TÔI LÀ HIHA LÀ TRƯỞNG TEAM SINH TỐ TEAM , MONG CÁC BẠN ỦNG HỘ TÔI HIHI . Facebook cá nhân của Hiha : https://www.facebook.com/HihaChobi Fanpage : https://www.facebook.com/HihaDauHong/ - Liên hệ hợp tác và quảng cáo :  Gmail : partners@kydstudio.com  ",631.16,1448025.0,6.55,4.134,🟢 1–10M
244,UC_5niPa-d35gg88HaS7RrIw,Disney,6550000,1398206716,1668,Unknown,"Welcome to the official Disney YouTube Channel! Enjoy fantastic entertainment including new originals, fan favorite scenes, trailers, and old favorites. From Mickey Mouse & Friends to Disney Princesses to Parks to the latest films like Zootopia 2, Freakier Friday, Avatar: Fire and Ash and more - @Disney is the official home of all things Disney on YouTube.  Stream all your favorite Disney films an",213.47,838253.0,6.55,1.398,🟢 1–10M
245,UCKizsKkBBjuEoY_fgRx-4QQ,Ferited,6520000,4960452319,3641,TR,"Merhaba, ben namıdeğer feritet yani Ferited. Bu kanalda Türkçe dilinde yetişkin bireyler için hazırlanmış Ferited VS Tarık konulu eğlenceli Minecraft parodileri videoları bulabilirsiniz. Kanalımın en sevilen serilerinden biri olan Zengin VS Fakir Hayatını ve onların Minecraft Maceralarını lütfen izlemeyi unutmayın. Videolarımı beğendiyseniz ""like"" atabilirsiniz. Ayrıca kanalımızı takip ederseniz ç",760.81,1362387.0,6.52,4.96,🟢 1–10M
246,UCZBY6V8Lxmwu8gGRBOyO11w,Kubz Scouts,6520000,3531290784,3133,Unknown,My name is Jay and I just want to have fun being dumb  Banner created by @NeroArts,541.61,1127128.0,6.52,3.531,🟢 1–10M
247,UC79u_tfhqjGIi1tgWsJEG7Q,กาย หงิด,6450000,2451465989,1807,Unknown,ยินดีต้อนรับทุกคน สู่กายหงิดชาแนล สายฮา สายเกรียน แต่เล่นโหด,380.07,1356650.0,6.45,2.451,🟢 1–10M
248,UCzUpRdOwrILcg6c6dKxPr0g,CINEMAWALA,6410000,1879899276,525,BD,"CINEMAWALA is a Bangladeshi video contents production house based in Dhaka, Bangladesh. We provide best quality contents (Drama's, Songs, Short Films, Music Videos, Television & web series etc.) for our viewers across worldwide.  Subscribe CINEMAWALA to see our new videos on your homepage.  Note: All contents we have published on this channel is originally produced (from A to Z that includes video",293.28,3580761.0,6.41,1.88,🟢 1–10M
249,UCYEUot1QIoKnHKMK-e-qKjQ,TUNTUN YADAV OFFICIAL ,6380000,2954087171,1118,IN,WELCOME IN  TUNTUN YADAV OFFICIAL YT MANAGE - ALOK YADAV  DIGITAL - VICKY YADAV  DIGITAL PARTNER - MARSORBIT ENTERTAINMENT PVT.LTD. ,463.02,2642296.0,6.38,2.954,🟢 1–10M
250,UCwt6MuiMnUm2Rod-MWyFnWw,اوكا - OKA,6370000,1506785483,2616,SA,مرحبًا بكم في قناة (اوكا - OKA) هذه القناة مختصة بالألعاب والتسلية، أتمنى أن ينال محتوى القناة إعجابكم احبكم❤ ●==========● تابعوني على الإنستغرام 👇 ( mja.oka )  ●===========● للتواصل والإعلان: For Advertising mja.oka.food@gmail.com ●==========●,236.54,575988.0,6.37,1.507,🟢 1–10M
251,UCpxxQUGNgkns9i3EhLEHoQg,Obit,6370000,2915015734,2498,ID,"Hallo Teman-Teman Aku OBIT anjing ajaib, Aku Ingin Mencoba Semua Game!!!",457.62,1166940.0,6.37,2.915,🟢 1–10M
252,UC4FMgDeNBwQaNEaav5PjtMQ,SkizzTV,6370000,2245292705,3075,TH,ยินดีต้อนรับทุกท่านครับ :) หากคุณกำลังหารอยยิ้ม และความสนุกและมุขตลก สำหรับนักเล่นเกมส์ทุกท่าน ติดต่อทางธุระกิจได้ที่ https://www.facebook.com/youknowskizztv ► Email : Luciferfz7852@gmail.com FAN PAGE http://www.facebook.com/SkzGamer,352.48,730176.0,6.37,2.245,🟢 1–10M
253,UCGnsRwFS8Xm13lMAeouzT9g,Allie Sherlock,6320000,1556038840,2322,IE,"The Biggest shows I have ever down are on sale NOW! Tickets available at alliesherlock.com/tour  I'm going on tour across Ireland, Uk and Europe and I cant wait to see you all there!    Welcome to my official YouTube channel! I’m Allie Sherlock — a singer, songwriter, and guitarist from Cork, Ireland. I started out performing on the streets of Dublin, and since then I’ve had the chance to play all",246.21,670129.0,6.32,1.556,🟢 1–10M
254,UCq83oQV4bcAWlF7t7obC0sA,Bollywood Dhamaka,6300000,2581214492,1451,IN,,409.72,1778921.0,6.3,2.581,🟢 1–10M
255,UCpMluSJRC7DY0H0NrRnb1TQ,Alex Crashers,6290000,4641117915,2682,MX,Hago directos por mi canal de twitch 🥵 Contacto: contactoalexcrashers@gmail.com ,737.86,1730469.0,6.29,4.641,🟢 1–10M
256,UCyxH3vRaMqHiJFyHnC7qhUw,Neelkamal Singh Official,6290000,2824237056,165,IN,Welcome to the Neelkamal Singh Official Youtube Channel.,449.0,17116588.0,6.29,2.824,🟢 1–10M
257,UCQ9v04cmBdKAUbR4-SH6v2g,YOUNGOHM,6270000,3823409074,153,TH,ไฟกลางคืน (Night Light) album out now  ,609.79,24989602.0,6.27,3.823,🟢 1–10M
258,UC8H8YKUSFLtLxjt49tlyJwA,Abdo 2xd,6270000,2465297407,1827,EG,للأعلانات وللتواصل الإيميل الرسمي 📩 : abdo2xd.contact@gmail.com  في هذة القناة نقوم بعمل سيناريوهات لكرة القدم 🔥  في هذه القناة نقوم بتغطية أحداث كرة القدم العالمية والقارية بأفكار مختلفة وجذابة🔥 اشتركوا في القناة واستمتعوا معي في هذه الرحلة المجنونة❤️  بحبكم …. 💙 ,393.19,1349369.0,6.27,2.465,🟢 1–10M
259,UCAtWPQw_rUROGGjEPSFboIA,BriannaPlayz,6260000,2152127666,1034,US,"✨ Be YOU! Laughter, curiosity, and (some) chaos expected.  I’m here to encourage you to share what makes you happy and to brighten your day! You belong here; live in faith.  “Kindness is free, sprinkle that stuff everywhere.” 🙂  Please send all business inquiries to: partnerships@tbnr.work. ",343.79,2081361.0,6.26,2.152,🟢 1–10M
260,UCh2lo0AEEMkJ3LO4dldfjGA,Mèo Simmy,6240000,2621489969,2073,VN,Mình là nữ Youtuber làm nhiều video về Game Mong mọi người thích những video của mình mãi keooo  Email liên hệ : ads.meosimmy25@gmail.com,420.11,1264588.0,6.24,2.621,🟢 1–10M
261,UC7c8wbA9yQjzxkj2uyrHrkg,steak,6240000,2132806169,2807,US,"live everyday 4pm & 9:30 EST 😜  i just like having fun dont take me seriously pls   SEND ME STUFF:  P.O BOX 171002 Salt Lake City, UT, 84117 ",341.8,759817.0,6.24,2.133,🟢 1–10M
262,UCjiXtODGCCulmhwypZAWSag,Jynxzi,6230000,2229765369,1990,Unknown,Business email: jynxzi@rightclick.gg,357.91,1120485.0,6.23,2.23,🟢 1–10M
263,UCknLrEdhRCp1aegoMqRaCZg,DW News,6220000,3123119909,46121,DE,"Journalism that’s Made for Minds. Follow us for global news and analysis from the heart of Europe. DW News delivers the world's breaking news while going deep beneath the surface of what's going on. Correspondents on the ground and in the studio provide their detailed analysis and insights on issues that affect our viewers.   Deutsche Welle is Germany’s international broadcaster, producing content",502.11,67716.0,6.22,3.123,🟢 1–10M
264,UCEcb76oxfjpX5eGysQCHvcA,Maria Becerra,6120000,5599020724,315,AR,"Maria Becerra es una de las artistas más destacadas de la música argentina a nivel global. Es la artista argentina femenina más escuchada en Spotify en el mundo por quinto año consecutivo, con más de 18 millones de oyentes mensuales, 5 millones de suscriptores en YouTube y más de 12 mil millones de visualizaciones acumuladas.  En Argentina hizo historia al convertirse en la primera mujer argentina",914.87,17774669.0,6.12,5.599,🟢 1–10M
265,UC_xlDCBWQPlihORIZLWtpbA,Gamer Robot,6090000,429943755,171,DE,Official Blox Fruits Channel.  Official Blox Fruits Twitter▸ https://twitter.com/BloxFruits Channel is ran by Zioles▸ https://twitter.com/_Zioles  ,70.6,2514291.0,6.09,0.43,🟢 1–10M
266,UCCuzDCoI3EUOo_nhCj4noSw,yb,6080000,941568045,800,ID,BE THE YBBABY GANG! https://www.youtube.com/channel/UCCuz...  TOP UP YOUR FAV GAMES IN MY SHOP! https://www.instagram.com/ybgamecorner/  LOOKIN' FOR A GOOD STUFF OR WANT TO SELL YOUR GOOD ONES?? https://www.instagram.com/ybconsignment/  DONATE HERE! https://saweria.co/donate/yb https://streamlabs.com/ybrap/  _YB Channel _A Newbie YouTuber Prolly Need Some Guide  THIS CHANNEL CONTAINS: Live Stream ,154.86,1176960.0,6.08,0.942,🟢 1–10M
