Global Rank,Channel ID,Channel Name,Subscribers,Total Views,Total Videos,Country,Description
983,UCIVDrEz2ixiBWOHrLV5IjEg,PunjabiReel TV,1350000,273392116,4167,IN,"🌟 Welcome to PunjabiReel TV, India’s favorite place for the most entertaining Indian Reactions and Punjabi Reaction videos! 🌟 From reactions on Pakistani songs, Coke Studio performances, Bollywood trailers, and funny viral clips to podcasts and intriguing insights – we’re here to entertain, inspire, and keep you connected.  Our mission? To bring you content that lifts your spirit, makes you laugh,"
984,UCxc7QhSuo4MWrkGsaMVCqAw,Esoni TV,1350000,286225501,234,PH,🚀 For Sponsorships & Brand Promotions  Email : esonibusiness@gmail.com 
985,UCz1GPotHecuLngiLuY739QQ,Rotten Tomatoes TV,1350000,1047726523,13426,Unknown,"Welcome to Rotten Tomatoes TV! We bring you the hottest trailers from the most talked-about scripted cable, network, and streaming shows as well as the best scenes from your favorite series. Subscribe to stay in the know on what's premiering, what's binge-worthy, and what's Fresh or Rotten.    We invite you to join the conversation on YouTube or leave a review on RottenTomatoes.com, but please rea"
986,UCL6gZm742-Xhxp4Cwa6kqpw,PLK TV,1350000,1161353075,46,FR,Chaine youtube officielle de PLK  Chambre 140 👉  https://chambre140.com  Aussi membre du groupe Panama Bende  et de La Confrerie.  Contact :PLK75.contact@gmail.com twitter : https://twitter.com/plk75 facebook : https://www.facebook.com/plkrappeur instagram : plkpb snapchat : polaksursnap
987,UCm3ls063K0DQTJrUJPqrcCQ,Yeng Constantino,1350000,96442701,91,PH,Music. Travel. Food.Life.
988,UC4TxgMqbSaNeWJAnp6aKbyQ,Zayed Gaming,1350000,310778771,1415,AE,قناة مختصة بمجال الالعاب اغلب المقاطع يكون تختيم للعبة سواء في جلسة وحدة او اكثر من جلسة ( يعتمد على اللعبة )  وايضا بعض الاحيان نسوي مقاطع غير عن الالعاب او مشابهه لها بحيث نتكلم عن لعبة معينة او موضوع معين  تشرفنا وتنورنا في القناة  تيك توك : https://www.tiktok.com/@zayed_gaming0  انستاقرام : https://www.instagram.com/zayedcraft  سناب شات : https://www.snapchat.com/add/zayed582  تويتر : https://
989,UCXFTM8nzwKcJ1wJsaVws8KQ,Er DT,1350000,740597523,3314,IT,Mi potete contattare su ig: erdt_official Email commerciale: erdtbusiness@gmail.com In elenco AGCOM 
990,UCi2GvcaxZCN-61a0co8Smnw,館長惡名昭彰,1350000,600615150,4126,TW,不畏懼任何目光，哪怕肉體燃燒殆盡，堅持是我們的信念，也是邁向目標的唯一動力！ 
991,UCz6XquIbM5OcfK7r3hQQCXA,Ludwin,1350000,1233627688,1664,Unknown,Official highlights channel for Ludwig Ahgren.
992,UCwtp6MNQF6y737y0t8wnD2g,THE AUN GAME,1340000,247872577,1998,TH,"Thank you for following ขอบคุณที่รับชมและกดติดตามช่อง THE AUN GAME นะครับ +=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= 80,000     Subscribe    5/12/2561 100,000   Subscribe   28/12/2561 200,000   Subscribe   27/02/2562 300,000   Subscribe     16/07/2562 400,000   Subscribe     17/11/2562 500,000   Subscribe     27/03/2563 700,000   Subscribe     8/03/2564 900,000   Subscribe     22/02/2566 ฯลฯ +=+=+=+=+=+"
993,UCanLD8nTX1kMqTmdobB-Sfw,Jhon Alex Castaño,1340000,1492289912,106,CO,"Todos los vídeos de Jhon Alex Castaño ""El Rey del Chupe""  Contactos Managment: JAC MUSIC ESTUDIOS S.A.S Cel: 3125064091 Email: jacmusicestudios@gmail.com www.jhonalexcastaño.com © 2026 JAC MUSIC ESTUDIOS S.A.S - Todos Los Derechos Reservados"
994,UCJwPJ4drJ_e9nmrdHe6A8Lg,♣️ֆʀ.ɬʊʍɮασ♣️,1340000,1202986732,6484,ES,"Bienvenidos al canal de SrTumbao!♣️ Clash Royale, Amo a las Arqueras y la Berserker. TUMBAO IA 📩| contacto@srtumbaoyt.com  Directos Diarios en Twitch: SrTumbao Canal Secundario de Variedad: Tumbao "
995,UCIUzGiXOn3EE54VZMLxFf5Q,Poppy Boy,1330000,539935963,236,US,
996,UCq37zn7UdJeWySuiihjdi5Q,AIRBAG,1330000,1477639822,359,AR,"Banda de rock argentina formada por los hermanos Guido, Patricio y Gastón Sardelli. Comenzaron su carrera profesional con un promedio de 16 años tras la explosión de sus primeros hits en Latinoamérica allá por el 2004. Multipremiada por la cadena MTV, con múltiples nominaciones a los premios Latin Grammy´s, AIRBAG sigue su camino por fuera de las tendencias apostando y reivindicando la base clásic"
997,UCqODSPFqiaotCIBL7EA01Mg,Fretozz,1330000,382461598,1469,TH,สวัสดีครับ ผมชื่อฟรีโตสนะครับ หรือ เรียกว่าพี่กานต์ก็ได้  อย่าลืม กดไลค์ กดติดตาม กดกระดิ่ง เพื่อไม่ให้พลาดคลิปใหม่นะครับ  สนใจติดต่อเรื่องงานกรุณาติดต่อทางนี้ For business inquires only contact me here: os.influencer@truedigital.com 
998,UCglQWY_cZKJI4m3CxjNrUxg,ぴくとはうす,1330000,1211003969,2531,JP,動画見てください！！！！ 何かあれば下記のツイッター、もしくはメールにてお願いします。 Twitter：https://twitter.com/p1kt3
999,UCLKB9g1374gcxezJINOLtag,РАЙЗ,1320000,514989017,947,RU,"Смотрим STARLADDERF MAJOR - третий мажор по кс 2! Евгений Райз и контер страйк, каким вы его еще не видели.   Лучший телеграм по CS GO - https://t.me/raiznews  По вопросам сотрудничества - https://t.me/RISE_EVGENY  РКН: https://www.gosuslugi.ru/snet/67b9a50a5231b325f5056e80  "
1000,UC5Zfb5euukpTgHW7OWv13nw,Be Prepared,1320000,296690328,172,US,Be Prepared for the craziest gorilla tag Videos and to Subscribe! ❤️  King 🟥 Cannon 🟩 Chase 🟦 
1001,UC6jh2bc9djKm22YHoGm5Qnw,Buang,1320000,981874136,2122,TR,"Merhaba ben Burak, 28 yaşındayım. Kanalımda PUBG mobile içerikleri üretiyorum.  İş birliği için : buang@thecallsagency.com  oyun ID : 5309966625 "
1002,UC8QylkZmeGTi5Y2VR5bf7VA,More Chuff,1320000,525206954,560,GB,The home of Chuff's EA FC content  Business enquires: chuffster@thenewgen.com   
1003,UCdiI6VrQ4aYI29FW1ChiHsA,Maishadda Global Resources,1310000,194941790,527,NG,
1004,UCQucSr36Vr3JqdiB1uUNi0w,Mocci,1310000,558260621,56,MA,Welcome to the OFFICIAL YouTube Channel of Mocci.
1005,UCuMJPFqazQI4SofSFEd-5zA,impulseSV,1310000,255454552,1462,US,"Impulse is all about taking Survival Minecraft to the next level through automation.  You will find showcases, tutorials, and a Let's Play series on the Hermitcraft server on this channel.  I also stream on Twitch at https://twitch.tv/impulseSV  System Specs: Custom PC made by Seattle Built Processor:  AMD Ryzen 9 9950X CPU Cooler:  NZXT Kraken Elite 360mm AIO Black LCD Memory:  G.Skill Trident Z5"
1006,UCVKIH1Sv_wdp3MBRfemJwWA,JAI RAW ใจร้าว,1310000,405651960,2346,TH,สวัสดีครับ ผมใจร้าวเองครับ สตรีมที่ FB ใจร้าว ทุกวันนะครับผม   อย่าลืมกดLike กดSubscribe นะเด้อ
1007,UC3Ir6UQsfdG_5LAebS47tPw,BeeBuYog,1310000,84501281,437,PH,"WARIZAP GAMERZ Thank you for watching my videos! Email me @beebuyog14@gmail.com for collaborations, partnerships and etc."
1008,UCiZqWVAeChfqlom5ZPR3ZJA,NCT WISH,1300000,847707417,1289,Unknown,NCT WISH 【Ode to Love - The 1st Album】 ➫ 2026.04.20 6PM (KST)  WISH for Our WISH 
1009,UCTqAZGakovPcZLLXi09uodw,Talcado,1300000,370043932,1018,FR,"Abonne toi si tu aimes TALCADO !  https://awariztalcado.fr/  Chaîne YouTube Minecraft   Pour toute demande : talcadopro@gmail.com  For YouTube channels, we request that a block of verification text is placed on your channels about page - preferably at either the very end to make it more easily identifiable. This text should appear exactly as follows, including the reference to this specific query "
1010,UCKUwIEjEWOK8MnQ23q8MMNQ,Mahzen Fabrick,1300000,4315492266,407,TR,"Yola hangi misyon ve vizyonla çıktığımızı unutmadan, sizlere daha rahat ulaşabilmek adına “Mahzen Media” bayrağı altında  “MAHZEN FABRICK” olarak karşınızdayız. Değişmekten ve kendimizi geliştirmekten bi’ an bile ödün vermeden daha güçlü, daha donanımlı ve daha büyük bir ekip olarak buradayız. Her zaman dediğimiz gibi.. “Var olanı değil, bilinmeyenleri keşfediyoruz.”  "
1011,UCWUxsoGia86OYIbxhjg68WQ,Skiddzie,1300000,339533140,161,US,"Suit and sunglasses. Don't ever question it.  Accomplishments thanks to you LEGENDS! - Raised $8,721 for St. Jude for 1M subscribers! - More to come!  1st Corinthians 16:13-14 "
1012,UC0Q-fBheHysYWz9ObSEzMdA,超粒方,1290000,337260010,857,TW,大~家好，我是超粒方 想更深入了解國內外最流行的電影、影集、漫畫、電玩、流行時事， 歡迎加入這個邪教!  當然，最重要還有一望無際的迷因!  合作請洽/Business Inquiries: tessereqyt@gmail.com 
1013,UCc2RL8jvY1rJPuCnJVsIQWw,MSToons,1290000,637830914,191,US,"We're an animation studio that creates 3D Animations and 2D animations, as well as other creative content for YouTube.  We're looking for creative animators, artists and screenwriters for 3D/2D animation & YouTube.  Write to hr@mstoons.com to tell us more. "
1014,UC-sabdhgCa9NKMhPfSSc63A,Gaby Jovita,1290000,275380237,2124,Unknown,Hello Guys !!   Aku Upload Konten Setiap Jam 07.00 AM Dan Live Setiap Hari !!!  Jangan Sampai Ketinggalan yaaa !!!  Stay Tuned Terusss !!!!  Semoga Aku Bisa Menghibur Kalian Semuaaaa....   
1015,UCZFNWv60vxM8dBmGUm7-CIg,Lia,1290000,421371622,839,TR,Roblox oynamayı seviyorum!  💌Reklam ve Sponsorluk: liabloxpartners@gmail.com 
1016,UCs5pnRXSByBz6I0K_dXRlJw,てきと,1290000,708340527,1755,JP,毎週 火・金・土 夕方5時に投稿中  2018/8/11 てきとチャンネル開設 2018/10/3 チャンネル登録者数 100人突破 2020/12/6 チャンネル登録者数 1万人突破 2022/11/20 チャンネル登録者数 10万人突破 2024/10/26 てきと初オリジナル曲「テキトウテキット」配信開始 2025/2/19 チャンネル登録者数 100万人突破 
1017,UCK3NkZPs0BurxabhtnSDa3g,Souzones,1290000,559044647,2299,BR,"Canal de games do Souzones, principalmente focado em jogos multiplayer de gameplays engraçadas (para render momentos engraçados)."
1018,UC7-hR5EfgpM6oHfiGDkxfMA,Tolarian Community College,1280000,601352711,2051,US,"Tolarian Community College is the #1 Magic: The Gathering channel featuring product reviews and unboxing videos, gameplay tips, tricks and strategy, lore, online analysis, and how to play this amazing card game.  Tolarian Community College PO Box 13607 Portland, OR 97213"
1019,UC4HCh2xl_d5MNNbcPe6hrfg,Майни,1280000,1541306386,6725,UA,"Реклама/Сотрудничество - mayni.add@gmail.com Телеграмм - https://t.me/mayniyt  Реакции на клипы, анимации, детские мультфильмы, игры и так далее. Прохождение различных игр. Undertale, The Binding of Isaac Rebirth и прочие интересные игрушки у меня :3 Подпишитесь что ли ;3  Лучший канал реакций (Возможно :D)"
1020,UC0S9MJJGkl-d96KKgNnIa1g,BEPO FF,1280000,142272697,276,EG,اخوكو بيبو صانع البهجة والمتعة مش صانع محتوى😉🔥 للتواصل والاعلان 👇🏽 business inquiries  bepoff196@gmail.com  _______________________________________  تابعوني علي انستجرام 👇🏽  https://www.instagram.com/bepo_ff/   تابعوني على تطبيق الكيك 👇🏽  https://kick.com/bepotv _______________________________________  تابعوني علي تيك توك 👇🏽   https://www.tiktok.com/@bepoff?is_from_webapp=1&sender_device=pc  _____
1021,UCUPW6t7oO9xtK2DsKYrDaRw,GemmaD,1270000,135993110,2197,ID,"Hallo Nama saya Gema Naufal Riantoro Nama Channel saya GemmaD,Channel saya berisikan tentang Game dan Live Stream Game. panggilan kesayangan untuk subscriber saya adalah ""MADDERS"" ^_^ slogannya ""MADDERS you are MATTER""!  YEYY .  Jika ada yang ingin mengajak kerja sama kirimkan ke : email : gemanrgg@gmail.com"
1022,UC8SwIcGiOz6FRUmOl-xzodw,Hurtig,1270000,316110369,1257,BR,💎Contato: ContatoHurtig@gmail.com  
1023,UCuBMhd-6_F9tEC5jHgjVsDg,Swastik Records,1270000,575405160,87,IN,►Welcome To My Youtube Official Channel :- Swastik Records ►Trade Inquiry No - _______________________________________________________ Digital Head :- Atish Kumar Yadav Digital Manager :- Ajay Sharma  Digital Partner :- Somplex Network Pvt.Ltd Inquiry No + 91 8709062433 ________________________________________________________ Subscribe Our Channel For New Songs Listen & Watch High Quality Latest B
1024,UCJsVCjeuTvfZjevif6zHWYw,Gaming Engineer,1270000,367944360,1078,IN,"So Hey Guys I’m Nitesh Alariya, Welcome to the Official Gaming Engineer Channel!  Here you’ll find daily gameplay videos, (Hindi + Haryanvi) commentary, gaming tips and fun content that keeps you entertained and coming back for more!  If you love games and good vibes, you’re in the right place.  🔔 Subscribe Now  📩 For business/sponsorship inquiries: 📧 sampurnthakur1234@gmail.com  Let’s game, grow,"
1025,UCLc_ZQgQ8h2XKUAQpqcvIdw,PM7,1270000,395171650,326,US,Subscribe for shiny luck! ✨ 
1026,UC_BXQNOzX7ALIf8FkDqOahQ,EricVanWilderman,1270000,548275303,2893,CA,"On this channel I play mostly Geometry Dash. I do recent tab videos, demon completions, all the way from easy to extreme, unknown creator videos, impossible levels, challenges, and sometimes even random skits."
1027,UCXyuzcszXUJd9MHAGPzZxig,Zano XVII,1260000,562762032,1615,IT,I love you    in elenco AGCOM 
1028,UC5T0tXJN5CrMZUEJuz4oovw,Nerdrotic,1260000,343804525,1768,US,"Former Comic Book Retailer. Covering the good, the bad, and the ugly from Pop Culture. Home of Friday Night Tights, The Nerdrotic Nooner and Co-Host on The Real BBC  Gary Buechler Host & Founder at Nerdrotic 2014-Present / Founder The Comic Outpost 2003-2013   e-mail►gary@nerdrotic.com  Mail► 14439 NW Military HWY STE. 108-487 San Antonio, Texas 78231 "
1029,UCuR4wow42dg65u3Ba090KWw,Yuukrp,1260000,390084063,1555,TR,"Eren Yuukrp Keskin  Sponsorluk/İş birliği için: yuukrpsponsorluk@gmail.com  Bu kanal korku, korku oyunu hikayesi içerikleri de içerdiği için genç ve yetişkinlere yöneliktir."
1030,UCHNtgoz6gxdGQ-wfeLnWqiw,Kilira Cooper,1260000,356997098,3384,FR,"Chaine horrifique, tu peux me retrouver en live sur ma chaîne Twitch le Mercredi, Vendredi (21h) & Samedi (22h) : https://www.twitch.tv/kiliratv  _  ✉ Contact (professionnels uniquement) : kilira.gaming@gmail.com  📌 The node "
1031,UC_tIn69WvgChBiTaR-SQPDQ,Onur Umur,1260000,487970455,1763,TR,"Ben Onur Umur . Bu Kanalda Birbirinden eğlenceli, komik, sıradışı,  güldüren, oyun, makyaj, anı, challenge videolarına verdiğim tepki lerimle beraber bazen sizi eğlendirmeye bazen de ilginç, motivasyon verici, motive edici, videolarla bişeyler öğrenmeye çalışan bir kanal  olmaya çalışıyorum umarım videolarımı beğenirsiniz. İzlediğiniz için teşekkürlerr  Reklam & İşbirlikleri İçin: onurumurhd@gmail"
1032,UChqcJ_MhP9a4bXy1jQ0QPzQ,RAF Camora,1260000,1107504679,191,DE,FOREVER continues. FOREVER RR - 04.06.2026   
1033,UCkbtSGtuMB_SG0xqs5rxuXQ,Mr. Rishi,1250000,167956134,87,IN,"Hii. This is Rishi Shivhare "" Mr. Rishi ""  Business Enquiries - connectwithmrrishi@gmail.com "
1034,UCUFHm-0_YdU3vG126CZv2zw,Ihsan Luminaire,1250000,194129108,1698,ID,Dirty Influence.
1035,UCkYN96I4bvKx2fIF8KXjs3w,iProMx,1250000,312689022,1624,FR,GTA 5 Avec iProMx c'est le FUN =D !  E-mail Pro : ipromxyoutube@outlook.fr
1036,UCs5zPgIjULIeXSUvFFYjERg,Varun the gamer 2.0,1250000,306169371,706,IN,HI MY NAME IS VARUN  YOU WILL FIND AMAZING GAMING VIDEOS IN HINDI.  SUBSCRIBE MY CHANNEL IF YOU LIKED IT.   if you are looking for a channel with great quality of entertainment then subscribe to my channel i will always try to serve you the best entertainment experience.  Milestones completed❤ 1K Subscribers=24 December 2020 10K Subscribers=13 January 2021 100k Subscribers=22 May 2021 500k Subscri
1037,UCJgcDT2XI3cQJhGe01AFaHQ,Balen,1250000,90558311,25,NP,"Rapper, Lyricist, Music Composer."
1038,UCwPlekBdyNPnNxLhkp9K--A,MinuteTech,1250000,140163613,120,US,i want to make good videos 
1039,UC3DlDcaefUYr-1skxaiLxVw,Joxy,1240000,117200923,417,US,"Welcome to the Joxy YouTube channel where we upload Roblox videos!  This channel is owned by Joxy’s management team, Joxy does not have access to the channel."
1040,UCgmIEtK4RVUDLN8z4ZHtTTA,LumeXx,1240000,637134217,1519,DE,"💙 Jeden Tag um 16:00 Uhr!  Hey, hier gibt es jeden Tag coole Gaming Videos über die Spiele: Roblox, Stumble Guys, Minecraft, GTA 5, Fortnite, Brawl Stars und noch vieles mehr. Falls dir meine Videos & Livestreams gefallen sollten, dann Abonniere gerne kostenlos! 🤍  🌈 Außerdem sind alle Inhalte auf diesem Kanal - Kinder freundlich / Familien freundlich!    =========================================="
1041,UC5ZTRH1zclthyc6b_D3m2Pw,Gaules,1240000,389510003,7068,BR,"Este é nosso ponto de encontro para descobrir os melhores conteúdos, dicas, segredos e compartilhar informações de como conquistar seus objetivos e evoluir dentro e fora do jogo.  Focado no e-Sport desde 1998, fiz parte da primeira geração de jogadores profissionais de esporte eletrônico do mundo. Fui um dos criadores do g3nerationX em 2001, representando o Brasil nas principais competições mundia"
